date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ
04/10/2020,/files/properties/2020/3/4/thumbnails/20200304_023919_179469_0.jpg,40m,15 lầu,2 phòng ngủ,chỗ để xe, 72 m vuông, ---, Nam," 2,5 tỷ ","Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/9/1/thumbnails/20200901_041500_179469_0.jpg,15m,15 lầu,2 phòng ngủ,NULL, 52 m vuông, 15x15m, Đông Nam," 1,4 tỷ ","Đường Trần Thủ Độ, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2020/4/27/thumbnails/20200427_102447_179469_1.jpg,30m,16 lầu,2 phòng ngủ,chỗ để xe, 71 m vuông, ---, Nam," 1,917 tỷ ","Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/9/10/thumbnails/20200910_120127_179469_0.jpg,15m,10 lầu,2 phòng ngủ,NULL, 51 m vuông, 15x15m, Đông Nam, 965 triệu ,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/10/2/thumbnails/20201002_103341_179469_0.jpg,30m,12 lầu,2 phòng ngủ,chỗ để xe, 71 m vuông, ---, Nam," 1,988 tỷ ","Phường Sài Đồng, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/8/20/thumbnails/20200820_115350_179469_0.jpg,30m,5 lầu,2 phòng ngủ,chỗ để xe, 79 m vuông, ---, Nam, 2 tỷ ,"Phường Việt Hưng, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/8/19/thumbnails/20200819_105230_179469_4.jpg,15m,6 lầu,3 phòng ngủ,NULL, 71 m vuông, 15x15m, Đông Nam," 1,98 tỷ ","Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/9/23/thumbnails/06987305-5411-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,5m,3 lầu,1 phòng ngủ,chỗ để xe, 33 m vuông, ---, _, 820 triệu ,"Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2020/3/23/thumbnails/0ban-chung-cu-mini-minh-dai-loc-3-so-do-vay-70-o-ngay.jpg,NULL,5 lầu,1 phòng ngủ,chỗ để xe, 33 m vuông, ---, _, 525 triệu ,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/12/18/thumbnails/05627745-1126-ban-can-ho-chung-cu-quan-dong-da-gia-re.jpg,NULL,6 lầu,1 phòng ngủ,chỗ để xe, 26 m vuông, ---, _, 560 triệu ,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2020/8/16/thumbnails/06752960-2047-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,5 lầu,2 phòng ngủ,chỗ để xe, 42 m vuông, ---, _, 750 triệu ,"Đường Nhật Tảo, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/8/10/thumbnails/06714876-1618-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,1 lầu,2 phòng ngủ,chỗ để xe, 55 m vuông, ---, _, 780 triệu ,"Đường Tân Xuân 2, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/9/28/thumbnails/07017079-5020-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6 lầu,1 phòng ngủ,chỗ để xe, 32 m vuông, ---, _, 829 triệu ,"Phố Tây Sơn, Phường Khương Thượng, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2020/5/7/thumbnails/06118679-1857-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,NULL,1 lầu,2 phòng ngủ,chỗ để xe, 72 m vuông, ---, _," 1,05 tỷ ","Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/4/17/thumbnails/06045569-1348-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,2 lầu,2 phòng ngủ,chỗ để xe, 37 m vuông, ---, _, 720 triệu ,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/12/20/thumbnails/0ban-can-ho-quan-bac-tu-liem-35m-so-hong-1pn.jpg,NULL,2 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 570 triệu ,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/7/31/thumbnails/20190731_110743_4850759_0.jpg,NULL,3 lầu,2 phòng ngủ,chỗ để xe, 55 m vuông, ---, _, 850 triệu ,"Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/8/6/thumbnails/20190806_122719_4880368_0.jpg,NULL,4 lầu,1 phòng ngủ,chỗ để xe, 31 m vuông, ---, _, 550 triệu ,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/2/10/thumbnails/05753577-2436-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,5 lầu,2 phòng ngủ,chỗ để xe, 42 m vuông, ---, _, 730 triệu ,"Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/10/4/thumbnails/20191004_020459_5212639_0.jpg,NULL,3 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 830 triệu ,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/6/1/thumbnails/20190601_120640_4518977_0.jpg,3m,6 lầu,2 phòng ngủ,chỗ để xe, 45 m vuông, ---, _, 410 triệu ,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2019/5/29/thumbnails/20190529_110841_4499855_0.jpg,NULL,3 lầu,2 phòng ngủ,chỗ để xe, 37 m vuông, ---, _, 590 triệu ,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/6/10/thumbnails/06322297-5534-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,3 lầu,2 phòng ngủ,chỗ để xe, 43 m vuông, ---, _, 750 triệu ,"Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/6/4/thumbnails/06283093-3323-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,2 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 820 triệu ,"Đường Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2019/10/8/thumbnails/20191008_115542_5233540_0.jpg,NULL,6 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 830 triệu ,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/7/13/thumbnails/06538837-0354-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,3 lầu,2 phòng ngủ,chỗ để xe, 45 m vuông, ---, _, 435 triệu ,"Đường Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/9/7/thumbnails/06875213-0643-ban-can-ho-chung-cu-quan-cau-giay-gia-re.jpg,10m,1 lầu,3 phòng ngủ,NULL, 138 m vuông, ---, _, 26 triệu / m,"Đường Nguyễn Phong Sắc, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/6/9/thumbnails/06310220-0636-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,NULL,2 phòng ngủ,NULL, 75 m vuông, ---, _," 1,45 tỷ ","Đường Nguyễn Cao Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/8/15/thumbnails/06749519-5623-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,12m,NULL,3 phòng ngủ,NULL, 68 m vuông, 5x12m, _, 2 tỷ ,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2020/8/19/thumbnails/06772556-3543-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,12m,1 lầu,3 phòng ngủ,NULL, 125 m vuông, 10x12m, _," 2,35 tỷ ","Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

04/10/2020,/files/properties/2020/8/24/thumbnails/06801544-4510-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,25m,1 lầu,3 phòng ngủ,chỗ để xe, 100 m vuông, 10x10m, _," 1,3 tỷ ","Đường Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội"

04/10/2020,/files/properties/2020/8/28/thumbnails/06830427-3638-ban-can-ho-chung-cu-quan-ha-dong-chinh-chu.jpg,NULL,1 lầu,3 phòng ngủ,NULL, 72 m vuông," 3,520x20m", _," 2,3 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"

04/10/2020,/files/properties/2020/9/2/thumbnails/06852838-3057-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,12m,1 lầu,3 phòng ngủ,NULL, 65 m vuông, 5x12m, _," 1,65 tỷ ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/9/15/thumbnails/06934780-3537-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,12m,1 lầu,3 phòng ngủ,NULL, 70 m vuông," 10x6,7m", _," 1,7 tỷ ","Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/default.jpg,NULL,14 lầu,3 phòng ngủ,NULL, 115 m vuông, ---, _," 3,15 tỷ ","Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/default.jpg,NULL,20 lầu,2 phòng ngủ,NULL, 84 m vuông, ---, _," 4,3 tỷ ","Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/2020/9/29/thumbnails/07021219-3841-ban-nha-trong-hem-quan-hai-ba-trung-chinh-chu.jpg,"2,5m",7 lầu,16 phòng ngủ,chỗ để xe, 70 m vuông, ---, _," 8,3 tỷ ","Phố Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"

04/10/2020,/files/properties/2020/6/14/thumbnails/06345406-0218-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,30m,1 lầu,3 phòng ngủ,chỗ để xe, 105 m vuông, ---, _," 3,2 tỷ ","Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/8/18/thumbnails/06761559-2534-ban-can-ho-chung-cu-ha-noi.jpg,NULL,100 lầu,2 phòng ngủ,NULL, 78 m vuông, ---, _," 3,1 tỷ ","Đường Hồ Tây, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"

04/10/2020,/files/properties/2020/5/30/thumbnails/06250149-2007-ban-can-ho-chung-cu-ha-noi.jpg,15m,2 lầu,6 phòng ngủ,NULL, 500 m vuông, ---, _, 10 tỷ ,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2020/9/29/thumbnails/07021259-4155-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,2m,11 lầu,3 phòng ngủ,NULL, 151 m vuông, ---, _, 27 triệu / m,"Đường Hoàng Đạo Thúy, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/2020/8/21/thumbnails/06782686-2718-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,1 lầu,2 phòng ngủ,chỗ để xe, 97 m vuông, ---, _," 2,1 tỷ ","Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/2020/9/29/thumbnails/07019620-4828-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,12m,6 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, Đông Nam, 3 tỷ ,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/5/28/thumbnails/06239807-5501-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,NULL,15 lầu,3 phòng ngủ,NULL, 100 m vuông, ---, _," 2,7 tỷ ","Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/4/20/thumbnails/06053533-0520-ban-can-ho-chung-cu-quan-ba-dinh-chinh-chu.jpg,NULL,20 lầu,2 phòng ngủ,NULL, 82 m vuông, ---, _, 39 triệu / m,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội"

04/10/2020,/files/properties/2020/4/2/thumbnails/06006324-2039-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 2,4 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

04/10/2020,/files/properties/2019/8/7/thumbnails/20190807_030944_4888331_0.jpg,NULL,23 lầu,2 phòng ngủ,NULL, 74 m vuông, ---, _," 2,2 tỷ ","Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2018/9/18/thumbnails/20180918_105339_3481960_0.jpg,NULL,12 lầu,3 phòng ngủ,NULL, 159 m vuông, ---, _," 18,5 triệu / m","Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2017/9/26/thumbnails/20170926_043114_2411488_0.jpg,NULL,NULL,NULL,NULL, 124 m vuông, ---, _," 2,48 tỷ ","Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2018/12/13/thumbnails/20181213_030555_3845030_0.jpg,5m,5 lầu,2 phòng ngủ,NULL, 35 m vuông, 100x300m, Đông Nam, 700 triệu ,"Phố Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"

04/10/2020,/files/properties/2019/1/27/thumbnails/20190127_052732_3983343_0.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 30 m vuông, ---, _, 800 triệu ,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2019/8/5/thumbnails/20190805_060438_4876406_0.jpg,5m,6 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, 200x500m, Đông, 700 triệu ,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"

04/10/2020,/files/properties/2018/9/21/thumbnails/20180921_110839_3497461_0.jpg,6m,5 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, 100x200m, Đông, 750 triệu ,"Phố Tôn Đức Thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2020/6/11/thumbnails/06329133-0646-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 35 m vuông, 50x100m, Đông, 500 triệu ,"Đường Văn Tiến Dũng, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2018/1/30/thumbnails/20180130_020341_2315465_0.jpg,5m,650 lầu,2 phòng ngủ,chỗ để xe, 45 m vuông, ---, Nam, 550 triệu ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2018/12/17/thumbnails/20181217_034921_3858802_0.jpg,6m,5 lầu,2 phòng ngủ,chỗ để xe, 30 m vuông, 100x200m, Đông Nam, 650 triệu ,"Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2019/1/9/thumbnails/20190109_105957_3940759_0.jpg,50m,6 lầu,2 phòng ngủ,chỗ để xe, 31 m vuông, 400x100m, Tây, 600 triệu ,"Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2017/8/1/thumbnails/20170801_023713_2264941_0.jpg,8m,7 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, 8x8m, Tây Bắc, 950 triệu ,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2018/10/19/thumbnails/20181019_100307_3613401_0.jpg,NULL,7 lầu,2 phòng ngủ,NULL, 31 m vuông, 100x100m, Đông Nam, 600 triệu ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2020/6/19/thumbnails/06379340-3413-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,5m,6 lầu,2 phòng ngủ,NULL, 40 m vuông, 100x200m, Đông Nam, 600 triệu ,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội"

04/10/2020,/files/properties/2020/4/17/thumbnails/04223629-5436-ban-can-ho-chung-cu-ha-noi.jpg,6m,8 lầu,2 phòng ngủ,chỗ để xe, 30 m vuông, 100x200m, _, 500 triệu ,"Đường Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2018/7/3/thumbnails/20180703_112437_3201325_0.jpg,8m,5 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, 100x50m, Đông, 900 triệu ,"Đường Yên Hòa, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/9/11/thumbnails/06910078-3848-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,5m,6 lầu,2 phòng ngủ,chỗ để xe, 35 m vuông, 50x30m, Đông, 600 triệu ,"Đường Xuân Thủy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2020/9/11/thumbnails/06906764-5322-ban-can-ho-chung-cu-ha-noi.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 35 m vuông, 50x20m, Nam, 600 triệu ,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2020/5/8/thumbnails/06123606-2827-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 30 m vuông, 200x200m, Tây, 600 triệu ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2018/12/17/thumbnails/20181217_035510_3858824_0.jpg,6m,6 lầu,2 phòng ngủ,chỗ để xe, 46 m vuông, 100x500m, Đông Nam, 650 triệu ,"Phố Huế, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"

04/10/2020,/files/properties/2020/9/5/thumbnails/06870101-4416-ban-can-ho-chung-cu-quan-hoang-mai-gia-re.jpg,6m,5 lầu,2 phòng ngủ,chỗ để xe, 33 m vuông, 50x50m, Tây Bắc, 600 triệu ,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2017/12/12/thumbnails/20171212_111146_2347189_0.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 45 m vuông, ---, Tây Bắc, 800 triệu ,"Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2019/12/20/thumbnails/05638188-5200-ban-can-ho-chung-cu-quan-dong-da-gia-re.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 33 m vuông, 200x100m, Đông, 500 triệu ,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2018/5/22/thumbnails/20180522_092051_3048240_0.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 35 m vuông, 5x5m, Đông, 500 triệu ,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2017/6/16/thumbnails/20170616_102404_2141839_0.jpg,8m,7 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, ---, Tây Nam, 990 triệu ,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội"

04/10/2020,/files/properties/2019/11/6/thumbnails/0mo-ban-ccmn-giap-nhi-giai-phong-35-50m2-nhan-nha-o-ngay-du-do.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 45 m vuông, 200x100m, Tây, 750 triệu ,"Phố Giáp Nhị, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2018/9/16/thumbnails/20180916_113131_3475952_0.jpg,5m,5 lầu,22 phòng ngủ,chỗ để xe, 50 m vuông, 100x100m, Đông Nam," 1,17 tỷ ","Phố Bồ Đề, Phường Long Biên, Quận Long Biên, Hà Nội"

04/10/2020,/files/properties/2019/3/22/thumbnails/20190322_024142_4151463_0.jpg,9m,8 lầu,2 phòng ngủ,chỗ để xe, 33 m vuông, 9x9m, Đông Nam, 700 triệu ,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

04/10/2020,/files/properties/2019/5/9/thumbnails/20190509_025158_4389884_0.jpg,6m,7 lầu,2 phòng ngủ,chỗ để xe, 65 m vuông, 8x200m, Tây," 1,1 tỷ ","Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"

04/10/2020,/files/properties/2020/9/10/thumbnails/06903132-3825-ban-can-ho-chung-cu-quan-cau-giay.jpg,6m,5 lầu,2 phòng ngủ,chỗ để xe, 40 m vuông, 25x30m, Đông, 600 triệu ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

04/10/2020,/files/properties/2019/7/18/thumbnails/20190718_050010_4784438_0.jpg,NULL,6 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, ---, Đông," 1,2 tỷ ","Phố Sơn Tây, Phường Kim Mã, Quận Ba Đình, Hà Nội"

04/10/2020,/files/properties/2017/6/24/thumbnails/20170624_100541_2163764_0.jpg,8m,5 lầu,2 phòng ngủ,chỗ để xe, 42 m vuông, ---, Tây Nam, 500 triệu ,"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/8/20/thumbnails/06774762-0511-ban-can-ho-chung-cu-quan-ba-dinh-chinh-chu.jpg,4m,1 lầu,2 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 1,35 tỷ ","Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội"

04/10/2020,/files/properties/2020/9/11/thumbnails/06911009-4053-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,2 lầu,2 phòng ngủ,chỗ để xe, 118 m vuông, ---, _," 9,6 tỷ ","Phố Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"

04/10/2020,/files/properties/2020/9/26/thumbnails/07007807-0210-ban-can-ho-chung-cu-quan-hoang-mai.jpg,NULL,20 lầu,3 phòng ngủ,NULL, 70 m vuông, ---, Tây Bắc," 1,77 tỷ ","Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

04/10/2020,/files/properties/2020/6/9/thumbnails/06308738-3610-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,12m,8 lầu,22 phòng ngủ,NULL, 103 m vuông, ---, _," 13,7 tỷ ","Phố Khương Hạ Mới, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"

04/10/2020,/files/properties/2020/8/6/thumbnails/06694252-2948-ban-can-ho-chung-cu-huyen-gia-lam-gia-re.jpg,NULL,NULL,2 phòng ngủ,NULL, 63 m vuông, ---, _," 2,43 tỷ ","Đường Quốc lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"

04/10/2020,/files/properties/2020/9/8/thumbnails/06887734-4049-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2 phòng ngủ,NULL, 51 m vuông, ---, _, 940 triệu ,"Đường Lê Xuân Điệp, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"

04/10/2020,/files/properties/2020/9/18/thumbnails/06950542-0549-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,NULL,4 phòng ngủ,NULL, 106 m vuông, ---, _, 30 triệu / m,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"

04/10/2020,/files/properties/2020/9/18/thumbnails/06955619-5825-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,NULL,2 phòng ngủ,NULL, 93 m vuông, ---, _," 1,95 tỷ ","Đường Quốc Lộ 1, Phường Thạch Bàn, Quận Long Biên, Hà Nội"
